frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
119, 0, 2.360, 0.98, 1, -85.4, -146.2, 972.2, 0.385, -0.235, 0.039, 0.00, 0.00, 2.72, 0.00, 0.24, 0.00, 0.00, 2.08, 0.36, 1.00, 0.00, 0.75, 0.43, 0.00, 0.29, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
120, 0, 2.380, 0.98, 1, -85.4, -145.8, 966.9, 0.375, -0.234, 0.044, 0.00, 0.00, 2.64, 0.00, 0.17, 0.00, 0.00, 2.17, 0.28, 0.86, 0.00, 0.66, 0.59, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
121, 0, 2.400, 0.98, 1, -86.0, -146.2, 968.3, 0.381, -0.233, 0.047, 0.00, 0.00, 2.63, 0.00, 0.15, 0.00, 0.00, 2.22, 0.22, 0.72, 0.00, 0.67, 0.76, 0.00, 0.14, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
122, 0, 2.420, 0.98, 1, -86.3, -146.3, 968.2, 0.382, -0.238, 0.050, 0.00, 0.00, 2.60, 0.00, 0.08, 0.00, 0.00, 2.13, 0.16, 0.56, 0.00, 0.70, 0.75, 0.00, 0.13, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00
123, 0, 2.440, 0.98, 1, -86.4, -146.3, 967.3, 0.382, -0.240, 0.048, 0.00, 0.00, 2.51, 0.00, 0.02, 0.00, 0.00, 2.07, 0.17, 0.57, 0.00, 0.82, 0.72, 0.00, 0.09, 0.27, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
124, 0, 2.460, 0.98, 1, -86.9, -147.2, 971.5, 0.393, -0.242, 0.048, 0.00, 0.00, 2.45, 0.00, 0.00, 0.00, 0.00, 1.96, 0.17, 0.67, 0.00, 0.87, 0.51, 0.00, 0.20, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
125, 0, 2.480, 0.98, 1, -87.3, -148.3, 978.1, 0.393, -0.247, 0.039, 0.00, 0.00, 2.32, 0.00, 0.00, 0.00, 0.00, 1.83, 0.23, 0.86, 0.00, 0.93, 0.28, 0.00, 0.19, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
126, 0, 2.500, 0.98, 1, -87.4, -149.1, 981.0, 0.399, -0.245, 0.035, 0.00, 0.00, 2.26, 0.00, 0.00, 0.00, 0.00, 1.73, 0.23, 0.81, 0.00, 0.74, 0.09, 0.00, 0.19, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
127, 0, 2.520, 0.98, 1, -87.4, -149.8, 982.1, 0.394, -0.245, 0.032, 0.00, 0.00, 2.25, 0.00, 0.00, 0.00, 0.00, 1.70, 0.18, 0.77, 0.00, 0.66, 0.00, 0.00, 0.03, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
128, 0, 2.540, 0.98, 1, -87.2, -150.1, 978.8, 0.380, -0.242, 0.025, 0.00, 0.00, 2.31, 0.00, 0.00, 0.00, 0.00, 1.66, 0.07, 0.73, 0.00, 0.61, 0.22, 0.00, 0.16, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
129, 0, 2.560, 0.98, 1, -87.6, -151.3, 978.6, 0.380, -0.252, 0.030, 0.00, 0.00, 2.39, 0.00, 0.00, 0.00, 0.00, 1.67, 0.02, 0.84, 0.05, 0.66, 0.26, 0.00, 0.39, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
130, 0, 2.580, 0.98, 1, -87.2, -151.4, 973.7, 0.373, -0.249, 0.022, 0.00, 0.00, 2.53, 0.00, 0.00, 0.00, 0.00, 1.74, 0.01, 0.87, 0.05, 0.64, 0.26, 0.00, 0.48, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
131, 0, 2.600, 0.98, 1, -86.8, -151.7, 970.6, 0.368, -0.248, 0.017, 0.00, 0.00, 2.60, 0.00, 0.00, 0.00, 0.00, 1.76, 0.01, 0.86, 0.05, 0.69, 0.04, 0.00, 0.32, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
132, 0, 2.620, 0.98, 1, -85.2, -150.5, 957.2, 0.365, -0.252, 0.006, 0.00, 0.00, 2.67, 0.00, 0.00, 0.00, 0.00, 1.74, 0.00, 0.92, 0.05, 0.79, 0.00, 0.05, 0.10, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
133, 0, 2.640, 0.98, 1, -84.9, -151.7, 957.8, 0.346, -0.260, 0.004, 0.00, 0.00, 2.71, 0.00, 0.00, 0.00, 0.00, 1.64, 0.00, 0.97, 0.10, 0.93, 0.00, 0.08, 0.19, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
134, 0, 2.660, 0.98, 1, -84.4, -152.8, 958.0, 0.341, -0.261, 0.000, 0.00, 0.00, 2.77, 0.00, 0.00, 0.00, 0.00, 1.57, 0.00, 1.03, 0.16, 0.92, 0.00, 0.08, 0.35, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
135, 0, 2.680, 0.98, 1, -83.7, -153.7, 957.2, 0.330, -0.262, -0.002, 0.00, 0.00, 2.93, 0.00, 0.00, 0.00, 0.00, 1.52, 0.00, 1.03, 0.12, 0.91, 0.00, 0.03, 0.43, 0.00, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
136, 0, 2.700, 0.98, 1, -82.9, -154.4, 954.8, 0.334, -0.266, -0.005, 0.00, 0.00, 3.06, 0.00, 0.00, 0.00, 0.00, 1.61, 0.00, 1.18, 0.12, 0.84, 0.01, 0.00, 0.40, 0.07, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
137, 0, 2.720, 0.98, 1, -83.1, -156.2, 960.8, 0.334, -0.273, -0.002, 0.00, 0.00, 3.17, 0.00, 0.00, 0.00, 0.00, 1.71, 0.00, 1.38, 0.06, 0.74, 0.01, 0.00, 0.41, 0.07, 0.28, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
138, 0, 2.740, 0.98, 1, -83.1, -157.2, 963.1, 0.323, -0.278, -0.004, 0.00, 0.00, 3.18, 0.00, 0.00, 0.09, 0.00, 1.79, 0.00, 1.52, 0.09, 0.66, 0.01, 0.00, 0.53, 0.07, 0.66, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
139, 0, 2.760, 0.98, 1, -83.8, -159.1, 971.9, 0.318, -0.283, -0.001, 0.00, 0.00, 3.16, 0.00, 0.00, 0.37, 0.00, 1.77, 0.03, 1.56, 0.14, 0.60, 0.00, 0.00, 0.42, 0.00, 1.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
140, 0, 2.780, 0.98, 1, -86.1, -162.9, 994.7, 0.330, -0.301, 0.005, 0.05, 0.00, 3.11, 0.00, 0.00, 0.52, 0.00, 1.86, 0.12, 1.61, 0.33, 0.67, 0.00, 0.00, 0.32, 0.00, 2.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
141, 0, 2.800, 0.98, 1, -86.8, -164.9, 1004.4, 0.333, -0.314, 0.009, 0.05, 0.00, 3.04, 0.00, 0.00, 0.60, 0.00, 1.76, 0.15, 1.75, 0.49, 0.60, 0.00, 0.00, 0.33, 0.05, 2.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
142, 0, 2.820, 0.98, 1, -87.0, -166.5, 1007.4, 0.319, -0.321, 0.011, 0.10, 0.00, 3.08, 0.00, 0.00, 0.32, 0.00, 1.78, 0.12, 1.79, 0.50, 0.54, 0.00, 0.00, 0.46, 0.10, 2.87, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
143, 0, 2.840, 0.98, 1, -86.4, -166.7, 999.2, 0.301, -0.323, 0.011, 0.05, 0.00, 3.19, 0.00, 0.00, 0.35, 0.00, 1.72, 0.04, 1.86, 0.43, 0.47, 0.00, 0.00, 0.53, 0.11, 2.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
144, 0, 2.860, 0.98, 1, -86.2, -167.4, 994.5, 0.299, -0.328, 0.014, 0.05, 0.00, 3.45, 0.00, 0.05, 0.19, 0.00, 1.87, 0.01, 1.82, 0.30, 0.51, 0.00, 0.00, 0.39, 0.14, 2.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
145, 0, 2.880, 0.98, 1, -85.6, -168.1, 988.9, 0.284, -0.329, 0.015, 0.00, 0.00, 3.65, 0.00, 0.11, 0.19, 0.00, 1.91, 0.00, 1.77, 0.34, 0.59, 0.00, 0.00, 0.44, 0.16, 2.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
146, 0, 2.900, 0.98, 1, -85.5, -169.1, 986.7, 0.269, -0.337, 0.021, 0.00, 0.00, 3.80, 0.00, 0.15, 0.00, 0.00, 2.00, 0.00, 1.62, 0.47, 0.64, 0.13, 0.00, 0.54, 0.34, 1.65, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
147, 0, 2.920, 0.98, 1, -85.0, -169.2, 981.1, 0.264, -0.342, 0.028, 0.00, 0.00, 3.83, 0.00, 0.13, 0.00, 0.00, 1.94, 0.00, 1.44, 0.52, 0.67, 0.14, 0.00, 0.61, 0.40, 1.35, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
148, 0, 2.940, 0.98, 1, -85.2, -169.9, 980.4, 0.274, -0.348, 0.039, 0.00, 0.00, 3.83, 0.00, 0.06, 0.00, 0.00, 1.88, 0.00, 1.39, 0.44, 0.54, 0.14, 0.00, 0.86, 0.42, 1.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
149, 0, 2.960, 0.98, 1, -85.1, -170.2, 980.7, 0.280, -0.354, 0.050, 0.00, 0.00, 3.94, 0.00, 0.02, 0.00, 0.00, 1.69, 0.00, 1.44, 0.33, 0.41, 0.01, 0.00, 0.93, 0.35, 1.29, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
150, 0, 2.980, 0.98, 1, -84.7, -170.8, 982.1, 0.294, -0.352, 0.064, 0.00, 0.00, 3.91, 0.00, 0.00, 0.00, 0.00, 1.73, 0.00, 1.50, 0.21, 0.25, 0.00, 0.00, 1.07, 0.35, 1.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
151, 0, 3.000, 0.98, 1, -84.1, -170.2, 979.7, 0.311, -0.359, 0.074, 0.00, 0.00, 3.96, 0.00, 0.00, 0.00, 0.00, 1.62, 0.00, 1.52, 0.24, 0.29, 0.00, 0.00, 0.88, 0.44, 1.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
152, 0, 3.020, 0.98, 1, -83.5, -170.2, 980.3, 0.315, -0.371, 0.086, 0.00, 0.00, 3.90, 0.00, 0.01, 0.00, 0.00, 1.65, 0.00, 1.52, 0.20, 0.21, 0.00, 0.00, 0.89, 0.44, 1.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
153, 0, 3.040, 0.98, 1, -82.9, -169.7, 979.0, 0.320, -0.374, 0.094, 0.00, 0.00, 3.96, 0.00, 0.01, 0.05, 0.00, 1.43, 0.00, 1.57, 0.29, 0.26, 0.00, 0.00, 0.81, 0.52, 1.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
154, 0, 3.060, 0.98, 1, -82.5, -170.3, 982.0, 0.322, -0.384, 0.098, 0.00, 0.00, 3.94, 0.00, 0.01, 0.30, 0.00, 1.61, 0.00, 1.77, 0.39, 0.36, 0.00, 0.00, 0.56, 0.57, 1.36, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
155, 0, 3.080, 0.98, 1, -82.9, -170.7, 986.5, 0.324, -0.384, 0.100, 0.00, 0.00, 3.81, 0.00, 0.00, 0.50, 0.00, 1.54, 0.00, 1.81, 0.45, 0.43, 0.00, 0.00, 0.50, 0.51, 1.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
156, 0, 3.100, 0.98, 1, -84.4, -172.7, 1001.2, 0.314, -0.401, 0.100, 0.00, 0.00, 3.55, 0.00, 0.00, 0.57, 0.00, 1.61, 0.00, 1.88, 0.64, 0.50, 0.00, 0.00, 0.49, 0.42, 2.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
157, 0, 3.120, 0.98, 1, -85.3, -172.5, 1003.2, 0.310, -0.399, 0.093, 0.07, 0.00, 3.33, 0.00, 0.00, 0.39, 0.00, 1.46, 0.00, 1.78, 0.79, 0.48, 0.00, 0.00, 0.53, 0.23, 2.87, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
158, 0, 3.140, 0.88, 1, -86.2, -172.2, 1003.8, 0.304, -0.395, 0.088, 0.17, 0.00, 3.28, 0.00, 0.00, 0.39, 0.00, 1.47, 0.00, 1.62, 0.88, 0.54, 0.00, 0.00, 0.38, 0.17, 3.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
159, 0, 3.160, 0.98, 1, -86.9, -171.5, 1000.6, 0.297, -0.385, 0.081, 0.18, 0.00, 3.30, 0.00, 0.00, 0.42, 0.00, 1.45, 0.00, 1.53, 0.91, 0.43, 0.00, 0.00, 0.43, 0.08, 2.96, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
160, 0, 3.180, 0.98, 1, -88.0, -171.3, 998.6, 0.291, -0.379, 0.076, 0.11, 0.00, 3.40, 0.00, 0.00, 0.34, 0.00, 1.43, 0.00, 1.45, 0.75, 0.38, 0.00, 0.00, 0.56, 0.18, 2.70, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
161, 0, 3.200, 0.88, 1, -89.2, -170.7, 994.8, 0.290, -0.365, 0.065, 0.01, 0.00, 3.50, 0.00, 0.04, 0.29, 0.00, 1.46, 0.00, 1.61, 0.60, 0.43, 0.01, 0.00, 0.61, 0.27, 2.50, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
162, 0, 3.220, 0.98, 1, -90.0, -170.5, 993.3, 0.284, -0.360, 0.064, 0.00, 0.00, 3.67, 0.00, 0.09, 0.29, 0.00, 1.56, 0.00, 1.67, 0.35, 0.55, 0.05, 0.00, 0.54, 0.22, 2.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
163, 0, 3.240, 0.98, 1, -90.4, -169.3, 986.9, 0.286, -0.346, 0.064, 0.00, 0.00, 3.72, 0.00, 0.16, 0.38, 0.00, 1.65, 0.00, 1.81, 0.26, 0.57, 0.08, 0.00, 0.56, 0.09, 1.86, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
164, 0, 3.260, 0.98, 1, -91.4, -168.8, 987.2, 0.294, -0.338, 0.065, 0.00, 0.00, 3.77, 0.00, 0.20, 0.28, 0.00, 1.68, 0.00, 1.82, 0.15, 0.44, 0.27, 0.00, 0.57, 0.06, 1.43, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
165, 0, 3.280, 0.98, 1, -91.9, -168.0, 985.9, 0.306, -0.335, 0.065, 0.00, 0.00, 3.82, 0.00, 0.15, 0.27, 0.00, 1.47, 0.00, 1.82, 0.09, 0.38, 0.26, 0.00, 0.64, 0.10, 1.23, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
166, 0, 3.300, 0.98, 1, -92.1, -167.1, 985.1, 0.320, -0.336, 0.068, 0.00, 0.00, 3.85, 0.00, 0.07, 0.34, 0.00, 1.37, 0.00, 1.77, 0.03, 0.32, 0.23, 0.00, 0.69, 0.15, 1.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
167, 0, 3.320, 0.98, 1, -92.1, -166.0, 983.3, 0.328, -0.340, 0.072, 0.00, 0.00, 3.79, 0.00, 0.00, 0.30, 0.00, 1.21, 0.00, 1.77, 0.03, 0.32, 0.03, 0.00, 0.81, 0.25, 0.99, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
168, 0, 3.340, 0.98, 1, -91.6, -164.2, 978.7, 0.331, -0.334, 0.068, 0.00, 0.00, 3.62, 0.00, 0.00, 0.16, 0.00, 1.27, 0.00, 1.75, 0.03, 0.29, 0.00, 0.00, 0.84, 0.33, 0.95, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
169, 0, 3.360, 0.98, 1, -91.1, -162.8, 977.2, 0.326, -0.332, 0.066, 0.00, 0.00, 3.52, 0.00, 0.00, 0.06, 0.00, 1.28, 0.00, 1.64, 0.01, 0.31, 0.00, 0.00, 0.88, 0.34, 0.80, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
170, 0, 3.380, 0.98, 1, -90.4, -161.6, 975.7, 0.330, -0.331, 0.065, 0.00, 0.00, 3.44, 0.00, 0.00, 0.09, 0.00, 1.31, 0.00, 1.59, 0.01, 0.26, 0.00, 0.00, 0.85, 0.21, 0.78, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
171, 0, 3.400, 0.98, 1, -89.7, -160.5, 973.1, 0.333, -0.333, 0.065, 0.01, 0.00, 3.44, 0.00, 0.00, 0.11, 0.00, 1.28, 0.00, 1.59, 0.04, 0.20, 0.00, 0.00, 0.85, 0.26, 0.62, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
172, 0, 3.420, 0.98, 1, -89.3, -159.2, 972.2, 0.339, -0.329, 0.068, 0.01, 0.00, 3.47, 0.00, 0.00, 0.05, 0.00, 1.23, 0.00, 1.67, 0.03, 0.16, 0.00, 0.00, 0.79, 0.28, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
173, 0, 3.440, 0.98, 1, -89.1, -158.2, 972.4, 0.350, -0.326, 0.069, 0.01, 0.00, 3.43, 0.00, 0.00, 0.02, 0.00, 1.26, 0.00, 1.60, 0.03, 0.12, 0.00, 0.00, 0.73, 0.34, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
174, 0, 3.460, 0.98, 1, -88.6, -156.4, 966.4, 0.353, -0.326, 0.071, 0.01, 0.00, 3.39, 0.00, 0.00, 0.00, 0.00, 1.29, 0.00, 1.60, 0.00, 0.07, 0.03, 0.00, 0.73, 0.23, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
175, 0, 3.480, 0.98, 1, -88.3, -155.5, 966.2, 0.365, -0.326, 0.075, 0.01, 0.00, 3.30, 0.00, 0.00, 0.16, 0.00, 1.29, 0.00, 1.51, 0.00, 0.03, 0.03, 0.00, 0.72, 0.36, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
176, 0, 3.500, 0.88, 1, -87.9, -154.8, 966.1, 0.368, -0.328, 0.078, 0.01, 0.00, 3.38, 0.00, 0.00, 0.16, 0.00, 1.37, 0.00, 1.65, 0.00, 0.03, 0.03, 0.00, 0.67, 0.50, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
177, 0, 3.520, 0.98, 1, -87.9, -155.0, 970.3, 0.374, -0.332, 0.082, 0.03, 0.00, 3.37, 0.00, 0.00, 0.16, 0.00, 1.39, 0.00, 1.67, 0.00, 0.07, 0.00, 0.00, 0.67, 0.60, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
178, 0, 3.540, 0.98, 1, -87.3, -154.3, 968.9, 0.376, -0.333, 0.087, 0.03, 0.00, 3.37, 0.00, 0.00, 0.00, 0.00, 1.44, 0.00, 1.76, 0.00, 0.05, 0.00, 0.00, 0.62, 0.46, 0.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
179, 0, 3.560, 0.98, 1, -86.8, -153.7, 968.6, 0.383, -0.334, 0.088, 0.04, 0.00, 3.25, 0.00, 0.00, 0.00, 0.00, 1.39, 0.00, 1.76, 0.00, 0.07, 0.00, 0.00, 0.76, 0.44, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
