frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
58, 0, 1.140, 0.98, 1, -72.7, -146.9, 951.3, 0.380, -0.316, 0.040, 0.00, 0.00, 2.48, 0.00, 0.00, 0.00, 0.00, 1.17, 0.00, 1.38, 0.00, 0.69, 0.00, 0.63, 0.60, 0.37, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59, 0, 1.160, 0.98, 1, -72.7, -145.5, 945.4, 0.376, -0.306, 0.032, 0.00, 0.00, 2.40, 0.00, 0.00, 0.00, 0.00, 1.18, 0.00, 1.45, 0.00, 0.73, 0.00, 0.57, 0.48, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60, 0, 1.180, 0.98, 1, -72.7, -144.2, 940.6, 0.371, -0.299, 0.026, 0.00, 0.00, 2.40, 0.00, 0.03, 0.00, 0.00, 1.23, 0.00, 1.62, 0.00, 0.64, 0.00, 0.48, 0.30, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61, 0, 1.200, 0.98, 1, -73.1, -144.1, 943.9, 0.378, -0.298, 0.023, 0.00, 0.00, 2.44, 0.00, 0.03, 0.00, 0.00, 1.24, 0.00, 1.76, 0.00, 0.46, 0.00, 0.48, 0.31, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62, 0, 1.220, 0.98, 1, -73.1, -143.3, 941.7, 0.384, -0.296, 0.022, 0.00, 0.00, 2.57, 0.00, 0.04, 0.00, 0.00, 1.17, 0.00, 1.87, 0.00, 0.28, 0.00, 0.41, 0.38, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63, 0, 1.240, 0.98, 1, -73.2, -142.6, 939.9, 0.382, -0.292, 0.021, 0.00, 0.00, 2.55, 0.00, 0.01, 0.00, 0.00, 1.07, 0.00, 1.80, 0.00, 0.21, 0.00, 0.36, 0.53, 0.01, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64, 0, 1.260, 0.98, 1, -73.8, -142.7, 941.6, 0.378, -0.290, 0.024, 0.00, 0.00, 2.51, 0.00, 0.01, 0.00, 0.00, 1.05, 0.00, 1.70, 0.00, 0.12, 0.00, 0.26, 0.67, 0.00, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65, 0, 1.280, 0.98, 1, -73.8, -142.0, 938.4, 0.375, -0.288, 0.024, 0.00, 0.00, 2.48, 0.00, 0.01, 0.00, 0.00, 1.10, 0.00, 1.54, 0.00, 0.19, 0.00, 0.28, 0.75, 0.03, 0.04, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66, 0, 1.300, 0.98, 1, -74.8, -143.1, 945.8, 0.373, -0.292, 0.026, 0.00, 0.00, 2.45, 0.00, 0.04, 0.00, 0.00, 1.19, 0.00, 1.49, 0.00, 0.15, 0.00, 0.27, 0.88, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
67, 0, 1.320, 0.98, 1, -75.2, -143.5, 948.0, 0.385, -0.289, 0.025, 0.00, 0.00, 2.41, 0.00, 0.04, 0.00, 0.00, 1.25, 0.00, 1.42, 0.00, 0.27, 0.00, 0.36, 0.80, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
68, 0, 1.340, 0.98, 1, -75.4, -143.2, 946.4, 0.377, -0.287, 0.027, 0.00, 0.00, 2.38, 0.00, 0.03, 0.00, 0.00, 1.17, 0.00, 1.36, 0.00, 0.14, 0.00, 0.37, 0.84, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
69, 0, 1.360, 0.98, 1, -75.5, -143.2, 947.3, 0.381, -0.298, 0.031, 0.00, 0.00, 2.32, 0.00, 0.00, 0.00, 0.00, 1.15, 0.00, 1.25, 0.00, 0.14, 0.00, 0.41, 0.64, 0.24, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
70, 0, 1.380, 0.98, 1, -75.8, -143.8, 950.6, 0.391, -0.300, 0.036, 0.00, 0.00, 2.35, 0.00, 0.04, 0.00, 0.00, 1.11, 0.00, 1.21, 0.00, 0.04, 0.00, 0.34, 0.58, 0.25, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
71, 0, 1.400, 0.98, 1, -76.7, -145.5, 961.2, 0.383, -0.306, 0.037, 0.00, 0.00, 2.38, 0.00, 0.08, 0.00, 0.00, 1.16, 0.00, 1.16, 0.00, 0.13, 0.00, 0.28, 0.38, 0.16, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
72, 0, 1.420, 0.98, 1, -77.1, -146.0, 964.8, 0.383, -0.306, 0.039, 0.00, 0.00, 2.37, 0.00, 0.13, 0.00, 0.00, 1.29, 0.00, 1.23, 0.00, 0.25, 0.00, 0.32, 0.30, 0.04, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
73, 0, 1.440, 0.98, 1, -76.5, -145.3, 959.8, 0.371, -0.298, 0.037, 0.00, 0.00, 2.31, 0.00, 0.18, 0.00, 0.00, 1.36, 0.01, 1.30, 0.00, 0.38, 0.00, 0.40, 0.30, 0.06, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
74, 0, 1.460, 0.98, 1, -76.9, -145.7, 962.9, 0.370, -0.299, 0.041, 0.00, 0.00, 2.22, 0.00, 0.20, 0.00, 0.00, 1.37, 0.01, 1.31, 0.00, 0.44, 0.00, 0.50, 0.22, 0.06, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
75, 0, 1.480, 0.98, 1, -77.1, -146.0, 964.8, 0.368, -0.298, 0.038, 0.00, 0.00, 2.29, 0.00, 0.20, 0.00, 0.00, 1.36, 0.01, 1.37, 0.00, 0.44, 0.00, 0.52, 0.31, 0.04, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
76, 0, 1.500, 0.98, 1, -77.2, -146.1, 964.3, 0.376, -0.295, 0.039, 0.00, 0.00, 2.22, 0.00, 0.16, 0.00, 0.00, 1.38, 0.00, 1.31, 0.00, 0.47, 0.00, 0.58, 0.23, 0.00, 0.44, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
77, 0, 1.520, 0.98, 1, -76.7, -144.5, 954.8, 0.363, -0.288, 0.039, 0.00, 0.00, 2.25, 0.00, 0.17, 0.00, 0.00, 1.39, 0.00, 1.38, 0.00, 0.40, 0.00, 0.47, 0.28, 0.00, 0.49, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
78, 0, 1.540, 0.98, 1, -77.5, -145.9, 965.4, 0.381, -0.289, 0.038, 0.00, 0.00, 2.18, 0.00, 0.18, 0.00, 0.00, 1.25, 0.00, 1.30, 0.00, 0.42, 0.00, 0.45, 0.15, 0.00, 0.33, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
79, 0, 1.560, 0.98, 1, -77.3, -145.1, 961.8, 0.377, -0.294, 0.041, 0.00, 0.00, 2.24, 0.00, 0.23, 0.00, 0.00, 1.14, 0.00, 1.20, 0.00, 0.34, 0.00, 0.39, 0.15, 0.00, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
80, 0, 1.580, 0.98, 1, -76.9, -144.4, 958.7, 0.375, -0.286, 0.039, 0.00, 0.00, 2.21, 0.00, 0.24, 0.00, 0.00, 1.17, 0.00, 0.99, 0.00, 0.31, 0.00, 0.51, 0.14, 0.00, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
81, 0, 1.600, 0.98, 1, -76.6, -144.5, 958.3, 0.376, -0.287, 0.043, 0.00, 0.00, 2.29, 0.00, 0.25, 0.00, 0.00, 1.26, 0.00, 0.97, 0.00, 0.18, 0.00, 0.49, 0.20, 0.11, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
82, 0, 1.620, 0.98, 1, -76.4, -144.5, 957.0, 0.382, -0.286, 0.042, 0.00, 0.00, 2.31, 0.00, 0.21, 0.00, 0.00, 1.33, 0.00, 1.01, 0.00, 0.14, 0.00, 0.46, 0.27, 0.11, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
83, 0, 1.640, 0.98, 1, -76.3, -144.6, 957.0, 0.377, -0.286, 0.043, 0.00, 0.00, 2.25, 0.00, 0.15, 0.00, 0.00, 1.27, 0.00, 1.14, 0.00, 0.18, 0.00, 0.41, 0.32, 0.12, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
84, 0, 1.660, 0.98, 1, -76.1, -143.8, 952.8, 0.373, -0.281, 0.042, 0.00, 0.00, 2.14, 0.00, 0.13, 0.00, 0.00, 1.21, 0.00, 1.10, 0.00, 0.28, 0.00, 0.36, 0.30, 0.03, 0.22, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
85, 0, 1.680, 0.98, 1, -76.4, -144.6, 957.6, 0.380, -0.284, 0.042, 0.00, 0.00, 2.15, 0.00, 0.10, 0.00, 0.00, 1.18, 0.00, 1.16, 0.00, 0.30, 0.00, 0.24, 0.24, 0.03, 0.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
86, 0, 1.700, 0.98, 1, -76.1, -143.8, 952.5, 0.380, -0.282, 0.035, 0.00, 0.00, 2.31, 0.00, 0.13, 0.00, 0.00, 1.10, 0.00, 1.17, 0.00, 0.23, 0.00, 0.11, 0.34, 0.02, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
87, 0, 1.720, 0.98, 1, -76.3, -144.0, 954.4, 0.383, -0.283, 0.035, 0.00, 0.00, 2.41, 0.00, 0.09, 0.00, 0.00, 1.01, 0.00, 1.18, 0.00, 0.26, 0.00, 0.14, 0.39, 0.00, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
88, 0, 1.740, 0.98, 1, -76.3, -143.7, 953.8, 0.379, -0.288, 0.034, 0.00, 0.00, 2.36, 0.00, 0.13, 0.00, 0.00, 0.94, 0.00, 1.09, 0.00, 0.28, 0.00, 0.24, 0.44, 0.00, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
89, 0, 1.760, 0.98, 1, -76.2, -143.5, 953.6, 0.382, -0.289, 0.040, 0.00, 0.00, 2.35, 0.00, 0.10, 0.00, 0.00, 0.95, 0.00, 1.11, 0.00, 0.32, 0.00, 0.26, 0.34, 0.00, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
90, 0, 1.780, 0.98, 1, -76.3, -143.5, 953.7, 0.383, -0.283, 0.035, 0.00, 0.00, 2.34, 0.00, 0.15, 0.00, 0.00, 0.95, 0.00, 1.17, 0.00, 0.30, 0.00, 0.21, 0.30, 0.00, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
91, 0, 1.800, 0.98, 1, -76.1, -142.8, 949.5, 0.379, -0.279, 0.032, 0.00, 0.00, 2.37, 0.00, 0.15, 0.00, 0.00, 0.95, 0.00, 1.22, 0.00, 0.28, 0.00, 0.11, 0.34, 0.00, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
92, 0, 1.820, 0.98, 1, -76.4, -143.4, 953.2, 0.380, -0.287, 0.034, 0.00, 0.00, 2.24, 0.00, 0.18, 0.00, 0.00, 0.95, 0.00, 1.16, 0.00, 0.32, 0.00, 0.20, 0.38, 0.00, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
93, 0, 1.840, 0.98, 1, -76.4, -143.0, 950.2, 0.378, -0.282, 0.033, 0.00, 0.00, 2.18, 0.00, 0.17, 0.00, 0.00, 1.05, 0.00, 1.23, 0.00, 0.28, 0.00, 0.27, 0.43, 0.00, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
94, 0, 1.860, 0.98, 1, -76.6, -142.6, 948.3, 0.381, -0.286, 0.035, 0.00, 0.00, 2.27, 0.00, 0.13, 0.00, 0.00, 1.07, 0.00, 1.32, 0.00, 0.24, 0.00, 0.29, 0.36, 0.00, 0.19, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
95, 0, 1.880, 0.98, 1, -77.4, -143.1, 954.2, 0.391, -0.281, 0.035, 0.00, 0.00, 2.39, 0.00, 0.10, 0.00, 0.00, 1.10, 0.00, 1.38, 0.00, 0.21, 0.00, 0.25, 0.33, 0.00, 0.27, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
96, 0, 1.900, 0.98, 1, -77.6, -142.6, 952.5, 0.388, -0.279, 0.033, 0.00, 0.00, 2.53, 0.00, 0.07, 0.00, 0.00, 1.25, 0.01, 1.33, 0.00, 0.24, 0.00, 0.13, 0.18, 0.01, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
97, 0, 1.920, 0.98, 1, -77.7, -142.3, 952.3, 0.393, -0.282, 0.035, 0.00, 0.00, 2.37, 0.00, 0.04, 0.00, 0.00, 1.29, 0.01, 1.24, 0.00, 0.27, 0.00, 0.12, 0.19, 0.04, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
98, 0, 1.940, 0.98, 1, -78.0, -142.2, 953.6, 0.391, -0.282, 0.039, 0.00, 0.00, 2.30, 0.00, 0.02, 0.00, 0.00, 1.28, 0.01, 1.18, 0.00, 0.22, 0.00, 0.07, 0.19, 0.06, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
99, 0, 1.960, 0.98, 1, -78.2, -142.3, 954.1, 0.394, -0.288, 0.042, 0.00, 0.00, 2.17, 0.00, 0.00, 0.00, 0.00, 1.15, 0.00, 1.13, 0.00, 0.16, 0.00, 0.09, 0.24, 0.06, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
100, 0, 1.980, 0.98, 1, -78.5, -142.5, 955.0, 0.398, -0.280, 0.040, 0.00, 0.00, 2.18, 0.00, 0.00, 0.00, 0.00, 1.15, 0.00, 1.23, 0.00, 0.09, 0.00, 0.11, 0.27, 0.03, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
101, 0, 2.000, 0.98, 1, -78.8, -142.6, 954.4, 0.389, -0.280, 0.043, 0.00, 0.00, 2.20, 0.00, 0.00, 0.00, 0.00, 1.17, 0.00, 1.24, 0.00, 0.06, 0.00, 0.11, 0.30, 0.02, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
102, 0, 2.020, 0.98, 1, -79.3, -143.2, 957.6, 0.399, -0.278, 0.041, 0.00, 0.00, 2.26, 0.00, 0.00, 0.00, 0.00, 1.12, 0.00, 1.22, 0.00, 0.00, 0.00, 0.08, 0.42, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
103, 0, 2.040, 0.98, 1, -79.5, -142.9, 955.7, 0.394, -0.278, 0.039, 0.00, 0.00, 2.32, 0.00, 0.00, 0.00, 0.00, 1.14, 0.00, 1.17, 0.00, 0.00, 0.00, 0.01, 0.40, 0.00, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
104, 0, 2.060, 0.98, 1, -79.8, -143.3, 957.8, 0.404, -0.279, 0.042, 0.00, 0.00, 2.34, 0.00, 0.00, 0.00, 0.00, 1.10, 0.00, 1.22, 0.00, 0.01, 0.00, 0.00, 0.40, 0.00, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
105, 0, 2.080, 0.98, 1, -79.7, -142.9, 955.4, 0.399, -0.277, 0.040, 0.00, 0.00, 2.33, 0.00, 0.00, 0.00, 0.00, 1.15, 0.00, 1.22, 0.00, 0.08, 0.00, 0.00, 0.45, 0.02, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
106, 0, 2.100, 0.98, 1, -79.7, -142.8, 955.2, 0.401, -0.279, 0.040, 0.00, 0.00, 2.27, 0.00, 0.00, 0.00, 0.00, 1.11, 0.00, 1.18, 0.00, 0.15, 0.00, 0.07, 0.47, 0.02, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
107, 0, 2.120, 0.98, 1, -79.6, -142.7, 954.9, 0.397, -0.281, 0.042, 0.00, 0.00, 2.29, 0.00, 0.00, 0.00, 0.00, 1.13, 0.00, 1.10, 0.00, 0.14, 0.00, 0.07, 0.52, 0.09, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
108, 0, 2.140, 0.98, 1, -79.5, -142.8, 955.9, 0.396, -0.279, 0.042, 0.00, 0.00, 2.27, 0.00, 0.00, 0.00, 0.00, 1.20, 0.00, 1.02, 0.00, 0.14, 0.00, 0.10, 0.42, 0.11, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
109, 0, 2.160, 0.98, 1, -79.3, -142.4, 953.0, 0.386, -0.272, 0.039, 0.00, 0.00, 2.34, 0.00, 0.00, 0.00, 0.00, 1.27, 0.00, 1.04, 0.00, 0.08, 0.00, 0.03, 0.45, 0.11, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
110, 0, 2.180, 0.98, 1, -79.6, -143.3, 957.7, 0.388, -0.274, 0.035, 0.00, 0.00, 2.32, 0.00, 0.04, 0.00, 0.00, 1.37, 0.01, 1.01, 0.00, 0.17, 0.00, 0.07, 0.28, 0.05, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
111, 0, 2.200, 0.98, 1, -78.7, -141.9, 946.1, 0.367, -0.264, 0.027, 0.00, 0.00, 2.42, 0.00, 0.09, 0.00, 0.00, 1.39, 0.03, 1.04, 0.00, 0.14, 0.00, 0.07, 0.23, 0.01, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
112, 0, 2.220, 0.98, 1, -79.6, -142.6, 952.2, 0.386, -0.263, 0.032, 0.00, 0.00, 2.45, 0.00, 0.20, 0.14, 0.00, 1.47, 0.03, 1.03, 0.00, 0.18, 0.00, 0.07, 0.13, 0.00, 0.34, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
113, 0, 2.240, 0.98, 1, -80.6, -143.1, 958.8, 0.394, -0.254, 0.030, 0.00, 0.00, 2.56, 0.00, 0.31, 0.35, 0.00, 1.63, 0.10, 1.26, 0.00, 0.24, 0.00, 0.03, 0.12, 0.00, 0.74, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
114, 0, 2.260, 0.88, 1, -82.5, -145.1, 972.3, 0.375, -0.247, 0.033, 0.05, 0.00, 2.67, 0.00, 0.45, 0.68, 0.00, 1.94, 0.22, 1.62, 0.00, 0.37, 0.00, 0.00, 0.05, 0.00, 1.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
115, 0, 2.280, 0.98, 1, -84.0, -146.8, 983.8, 0.393, -0.240, 0.027, 0.05, 0.00, 2.84, 0.00, 0.54, 0.65, 0.00, 2.14, 0.34, 1.71, 0.00, 0.54, 0.00, 0.00, 0.03, 0.00, 0.84, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
116, 0, 2.300, 0.98, 1, -83.0, -144.4, 962.9, 0.396, -0.231, 0.034, 0.05, 0.00, 2.81, 0.00, 0.53, 0.47, 0.00, 2.27, 0.37, 1.58, 0.00, 0.74, 0.01, 0.00, 0.09, 0.00, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
117, 0, 2.320, 0.98, 1, -83.1, -143.8, 959.0, 0.384, -0.236, 0.039, 0.00, 0.00, 2.84, 0.00, 0.47, 0.14, 0.00, 2.15, 0.37, 1.24, 0.00, 0.93, 0.07, 0.00, 0.15, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
118, 0, 2.340, 0.88, 1, -85.5, -147.0, 979.3, 0.401, -0.243, 0.048, 0.00, 0.00, 2.67, 0.00, 0.31, 0.03, 0.00, 2.05, 0.36, 1.11, 0.00, 0.89, 0.21, 0.00, 0.30, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
