frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
342, 0, 11.378, 0.98, 1, -17.8, 5.2, 345.6, 0.214, 0.208, -0.065, 1.82, 0.97, 0.00, 1.03, 0.00, 0.07, 0.00, 0.59, 0.38, 0.00, 1.22, 1.62, 0.00, 0.45, 0.42, 0.16, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
343, 0, 11.411, 0.98, 1, -17.6, 5.2, 345.7, 0.210, 0.201, -0.059, 1.89, 0.90, 0.00, 1.19, 0.00, 0.00, 0.00, 0.48, 0.31, 0.00, 1.13, 1.70, 0.00, 0.53, 0.26, 0.25, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
344, 0, 11.445, 0.98, 1, -17.6, 5.4, 346.3, 0.206, 0.198, -0.055, 1.82, 0.90, 0.00, 1.10, 0.00, 0.00, 0.00, 0.44, 0.32, 0.00, 1.04, 1.65, 0.00, 0.71, 0.14, 0.29, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
345, 0, 11.478, 0.98, 1, -17.5, 5.6, 346.1, 0.198, 0.188, -0.050, 1.72, 0.88, 0.00, 0.91, 0.00, 0.00, 0.00, 0.30, 0.35, 0.00, 1.01, 1.66, 0.00, 0.84, 0.03, 0.28, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
346, 0, 11.512, 0.98, 1, -17.6, 5.8, 346.5, 0.197, 0.190, -0.048, 1.65, 0.84, 0.00, 0.79, 0.00, 0.00, 0.00, 0.24, 0.35, 0.00, 0.99, 1.66, 0.00, 1.01, 0.00, 0.16, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
347, 0, 11.545, 0.98, 1, -17.5, 6.0, 347.8, 0.197, 0.188, -0.045, 1.54, 0.71, 0.00, 0.84, 0.00, 0.00, 0.00, 0.21, 0.34, 0.00, 0.92, 1.83, 0.00, 1.14, 0.00, 0.11, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
348, 0, 11.578, 0.98, 1, -17.0, 6.0, 348.3, 0.196, 0.185, -0.038, 1.45, 0.61, 0.00, 0.81, 0.00, 0.00, 0.00, 0.23, 0.36, 0.00, 0.85, 1.92, 0.00, 1.31, 0.00, 0.02, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
349, 0, 11.612, 0.98, 1, -16.7, 5.7, 349.7, 0.192, 0.184, -0.029, 1.34, 0.60, 0.00, 0.78, 0.00, 0.00, 0.00, 0.24, 0.38, 0.00, 0.73, 2.01, 0.00, 1.57, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
350, 0, 11.645, 0.98, 1, -15.9, 5.3, 351.3, 0.188, 0.178, -0.021, 1.32, 0.68, 0.00, 0.70, 0.00, 0.00, 0.00, 0.17, 0.40, 0.00, 0.63, 2.04, 0.00, 1.81, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
351, 0, 11.678, 0.98, 1, -15.2, 5.0, 351.8, 0.188, 0.171, -0.013, 1.26, 0.78, 0.00, 0.71, 0.00, 0.00, 0.00, 0.09, 0.41, 0.00, 0.50, 2.06, 0.00, 1.99, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
352, 0, 11.712, 0.98, 1, -14.2, 4.9, 351.8, 0.187, 0.166, -0.009, 1.17, 0.85, 0.00, 0.77, 0.00, 0.00, 0.00, 0.07, 0.43, 0.00, 0.48, 2.01, 0.00, 1.94, 0.00, 0.11, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
353, 0, 11.745, 0.98, 1, -13.1, 5.5, 349.8, 0.189, 0.157, -0.007, 1.23, 1.07, 0.00, 0.93, 0.00, 0.02, 0.00, 0.08, 0.43, 0.00, 0.48, 1.67, 0.00, 1.55, 0.00, 0.29, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
354, 0, 11.778, 0.98, 1, -11.3, 6.4, 347.3, 0.208, 0.145, -0.013, 1.24, 1.12, 0.00, 0.96, 0.00, 0.13, 0.00, 0.06, 0.33, 0.00, 0.54, 1.40, 0.00, 1.17, 0.00, 0.40, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
355, 0, 11.812, 0.98, 1, -10.3, 6.8, 346.3, 0.218, 0.136, -0.012, 1.34, 1.04, 0.00, 0.83, 0.00, 0.33, 0.00, 0.02, 0.18, 0.00, 0.56, 1.24, 0.00, 0.71, 0.00, 0.30, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
356, 0, 11.845, 0.98, 1, -8.7, 6.6, 345.2, 0.232, 0.140, -0.032, 1.31, 0.88, 0.00, 0.86, 0.00, 0.32, 0.00, 0.00, 0.09, 0.00, 0.49, 1.31, 0.00, 0.50, 0.00, 0.11, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
357, 0, 11.879, 0.98, 1, -7.9, 6.9, 343.9, 0.244, 0.129, -0.020, 1.46, 0.93, 0.00, 0.92, 0.00, 0.32, 0.00, 0.08, 0.14, 0.00, 0.41, 1.33, 0.00, 0.19, 0.00, 0.15, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
358, 0, 11.912, 0.98, 1, -6.6, 6.7, 343.5, 0.237, 0.134, -0.032, 1.57, 1.02, 0.00, 0.98, 0.00, 0.12, 0.00, 0.28, 0.25, 0.00, 0.22, 1.19, 0.00, 0.08, 0.13, 0.34, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
359, 0, 11.945, 0.98, 1, -5.7, 7.1, 340.3, 0.261, 0.123, -0.030, 1.78, 1.10, 0.00, 0.77, 0.00, 0.12, 0.00, 0.42, 0.30, 0.00, 0.12, 1.06, 0.00, 0.00, 0.17, 0.66, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
360, 0, 11.979, 0.98, 1, -5.0, 6.8, 342.3, 0.252, 0.124, -0.028, 1.87, 1.09, 0.00, 0.65, 0.00, 0.04, 0.00, 0.42, 0.32, 0.00, 0.01, 0.87, 0.00, 0.00, 0.17, 0.65, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
361, 0, 12.012, 0.98, 1, -4.3, 6.3, 344.0, 0.237, 0.119, -0.025, 1.91, 1.08, 0.00, 0.50, 0.00, 0.04, 0.00, 0.24, 0.30, 0.00, 0.01, 0.80, 0.00, 0.00, 0.04, 0.51, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
362, 0, 12.045, 0.98, 1, -4.2, 6.4, 344.5, 0.243, 0.120, -0.022, 1.82, 0.86, 0.00, 0.54, 0.00, 0.04, 0.00, 0.10, 0.36, 0.00, 0.04, 0.83, 0.00, 0.00, 0.00, 0.18, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
363, 0, 12.079, 0.98, 1, -4.4, 6.4, 345.2, 0.241, 0.124, -0.021, 1.75, 0.59, 0.00, 0.42, 0.00, 0.02, 0.00, 0.02, 0.40, 0.00, 0.06, 0.97, 0.01, 0.00, 0.00, 0.05, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
364, 0, 12.112, 0.98, 1, -4.6, 6.5, 346.2, 0.237, 0.126, -0.018, 1.69, 0.45, 0.00, 0.49, 0.00, 0.02, 0.00, 0.00, 0.44, 0.00, 0.06, 1.00, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
365, 0, 12.145, 0.98, 1, -4.8, 6.6, 346.3, 0.236, 0.132, -0.016, 1.67, 0.37, 0.00, 0.42, 0.00, 0.12, 0.00, 0.00, 0.45, 0.00, 0.02, 1.03, 0.01, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
366, 0, 12.179, 0.98, 1, -4.7, 6.6, 346.5, 0.232, 0.131, -0.014, 1.54, 0.25, 0.00, 0.51, 0.00, 0.10, 0.00, 0.00, 0.48, 0.00, 0.00, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
367, 0, 12.212, 0.98, 1, -4.8, 6.9, 346.5, 0.234, 0.132, -0.013, 1.49, 0.18, 0.00, 0.47, 0.00, 0.10, 0.00, 0.00, 0.53, 0.00, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
368, 0, 12.246, 0.93, 1, -4.5, 7.5, 345.0, 0.246, 0.130, -0.016, 1.50, 0.16, 0.00, 0.55, 0.00, 0.09, 0.00, 0.11, 0.60, 0.00, 0.00, 0.76, 0.00, 0.00, 0.25, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
369, 0, 12.279, 0.98, 1, -4.1, 8.1, 343.3, 0.264, 0.120, -0.019, 1.68, 0.36, 0.00, 0.35, 0.12, 0.45, 0.00, 0.34, 0.63, 0.00, 0.00, 0.73, 0.00, 0.00, 0.47, 0.00, 0.13, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
370, 0, 12.312, 0.98, 1, -3.2, 9.0, 344.9, 0.275, 0.111, -0.019, 2.00, 0.56, 0.00, 0.22, 0.24, 0.69, 0.05, 0.62, 0.70, 0.00, 0.00, 0.65, 0.00, 0.00, 0.71, 0.02, 0.96, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
371, 0, 12.346, 0.93, 1, -2.0, 10.0, 345.2, 0.263, 0.089, -0.014, 2.51, 0.90, 0.00, 0.00, 0.28, 0.73, 0.05, 0.73, 0.71, 0.00, 0.00, 0.61, 0.00, 0.00, 0.69, 0.06, 1.92, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
372, 0, 12.379, 0.93, 1, -0.0, 11.3, 348.7, 0.282, 0.067, -0.009, 2.98, 1.05, 0.00, 0.00, 0.16, 0.40, 0.05, 0.65, 0.66, 0.00, 0.00, 0.51, 0.04, 0.00, 0.58, 0.30, 2.57, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
373, 0, 12.412, 0.93, 1, 2.5, 12.1, 346.6, 0.282, 0.038, -0.002, 3.18, 1.08, 0.00, 0.00, 0.04, 0.16, 0.00, 0.42, 0.53, 0.00, 0.00, 0.59, 0.10, 0.00, 0.34, 0.42, 2.69, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
374, 0, 12.446, 0.93, 1, 4.9, 12.7, 346.8, 0.271, 0.018, 0.009, 3.04, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.40, 0.00, 0.00, 0.77, 0.18, 0.00, 0.00, 0.43, 2.83, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
